title,author,expected_series,expected_position,franchise,source,book_id,work_id,series_id,isbn13,ratings_count,average_rating
Bridget Jones: The Edge of Reason,Helen Fielding,Bridget Jones,2,Bridget Jones,goodreads_dump,363752,8140,181081,9780140298475,74687,3.54
The Likeness,Tana French,Dublin Murder Squad,2,Dublin Murder Squad,goodreads_dump,1914973,6504351,198077,9780670018864,74683,4.05
Lean Mean Thirteen,Janet Evanovich,Stephanie Plum,13,Stephanie Plum,goodreads_dump,40317,1943980,159867,9780312349493,74615,4.08
The Indigo Spell,Richelle Mead,Bloodlines,3,Bloodlines,goodreads_dump,8709526,13582373,214776,9781595143198,74512,4.40
Losing Hope,Colleen Hoover,Hopeless,2,Hopeless,goodreads_dump,17340050,24075414,468994,,74421,4.38
Circus of the Damned,Laurell K. Hamilton,"Anita Blake, Vampire Hunter",3,"Anita Blake, Vampire Hunter",goodreads_dump,30274,1736002,178757,9780425201398,74398,4.16
Anna Dressed in Blood,Kendare Blake,Anna,1,Anna,goodreads_dump,9378297,14261925,230078,9780765328656,74362,3.96
Soulless,Gail Carriger,Parasol Protectorate,1,Parasol Protectorate,goodreads_dump,6381205,6569140,170543,9780316056632,74291,3.91
Angelfall,Susan Ee,Penryn & the End of Days,1,Penryn & the End of Days,goodreads_dump,11500217,16435765,275280,9781444778519,74116,4.18
Isla and the Happily Ever After,Stephanie Perkins,Anna and the French Kiss,3,Anna and the French Kiss,goodreads_dump,9627755,14515040,587713,9780525425632,74039,4.10
Winter of the World,Ken Follett,The Century Trilogy,2,The Century Trilogy,goodreads_dump,12959233,18116611,420913,9780525952923,74020,4.30
The Murder of Roger Ackroyd,Agatha Christie,Hercule Poirot,4,Hercule Poirot,goodreads_dump,16328,1073110,227081,9781579126278,74002,4.20
Small Gods,Terry Pratchett,Discworld,13,Discworld,goodreads_dump,34484,1636629,158258,9780552152976,73914,4.28
Amelia Bedelia,Peggy Parish,Amelia Bedelia,1,Amelia Bedelia,goodreads_dump,774001,888927,486608,9780064441551,73650,4.15
This Present Darkness,Frank E. Peretti,Darkness,1,Darkness,goodreads_dump,17309,2298572,161667,9781581345285,73498,4.24
The Celestine Prophecy,James Redfield,Celestine Prophecy,1,Celestine Prophecy,goodreads_dump,13103,2603195,213900,9780446671002,73480,3.60
The Rise of Nine,Pittacus Lore,Lorien Legacies,3,Lorien Legacies,goodreads_dump,12971616,18055886,301466,9780061974588,73139,4.19
Silver Borne,Patricia Briggs,Mercy Thompson,5,Mercy Thompson,goodreads_dump,6587387,6527865,170262,9780441018192,73078,4.38
Bitten,Kelley Armstrong,Women of the Otherworld,1,Women of the Otherworld,goodreads_dump,11918,2606334,162991,9780452286030,73057,4.05
Winter's Heart,Robert Jordan,The Wheel of Time,9,The Wheel of Time,goodreads_dump,13891,791225,152559,9780812575583,72909,3.92
Knife of Dreams,Robert Jordan,The Wheel of Time,11,The Wheel of Time,goodreads_dump,13888,987750,154035,9780812577563,72571,4.12
Mostly Harmless,Douglas Adams,Hitchhiker's Guide to the Galaxy,5,Hitchhiker's Guide to the Galaxy,goodreads_dump,360,2842984,163914,9780345418777,72565,3.96
Grave Mercy,Robin LaFevers,His Fair Assassin,1,His Fair Assassin,goodreads_dump,9565548,14452295,239882,9780547628349,72509,3.92
Leviathan Wakes,James S.A. Corey,The Expanse,1,The Expanse,goodreads_dump,8855321,13730452,228798,9781841499888,72492,4.20
Night Watch,Terry Pratchett,Discworld,29,Discworld,goodreads_dump,47989,1712283,158588,9780552154307,72296,4.47
Furies of Calderon,Jim Butcher,Codex Alera,1,Codex Alera,goodreads_dump,29396,3098584,165097,9780441012688,71843,4.12
The Queen's Fool,Philippa Gregory,The Plantagenet and Tudor Novels,13,The Plantagenet and Tudor Novels,goodreads_dump,252499,1024199,958562,9780743246071,71664,3.83
Frog and Toad Are Friends,Arnold Lobel,Frog and Toad,1,Frog and Toad,goodreads_dump,537296,1231880,184156,9780064440202,71568,4.18
Fearless Fourteen,Janet Evanovich,Stephanie Plum,14,Stephanie Plum,goodreads_dump,2292384,3173189,165496,9780312349516,71552,4.02
The Ugly Truth,Jeff Kinney,Diary of a Wimpy Kid,5,Diary of a Wimpy Kid,goodreads_dump,7823678,10867827,176221,9780810984912,71485,4.16
Small Favor,Jim Butcher,The Dresden Files,10,The Dresden Files,goodreads_dump,927979,2054834,160465,9780451461896,71363,4.43
Fantasy Lover,Sherrilyn Kenyon,Dark-Hunterverse,1,Dark-Hunterverse,goodreads_dump,84136,2384,772503,9780312979973,71242,4.17
Career of Evil,Robert Galbraith,Cormoran Strike,3,Cormoran Strike,goodreads_dump,25735012,43699375,729011,9780316349932,71098,4.21
Magic Bites,Ilona Andrews,Kate Daniels,1,Kate Daniels,goodreads_dump,38619,38381,144944,9780441014897,71078,4.07
A Memory of Light,Robert Jordan,The Wheel of Time,14,The Wheel of Time,goodreads_dump,7743175,10558806,178825,9780765325952,70928,4.50
Forever Too Far,Abbi Glines,Rosemary Beach,3,Rosemary Beach,goodreads_dump,17337562,24071049,535080,,70787,4.24
Old Yeller,Fred Gipson,Old Yeller,1,Old Yeller,goodreads_dump,130580,2686896,386037,9780060935474,70756,4.06
Bone Crossed,Patricia Briggs,Mercy Thompson,4,Mercy Thompson,goodreads_dump,3128411,3159812,165450,9781841496863,70660,4.34
Before They Are Hanged,Joe Abercrombie,The First Law,2,The First Law,goodreads_dump,902715,2116927,160778,9780575077881,70642,4.27
An Echo in the Bone,Diana Gabaldon,Outlander,7,Outlander,goodreads_dump,2832909,2859015,163966,9780752898476,70610,4.42
Empire of Storms,Sarah J. Maas,Throne of Glass,5,Throne of Glass,goodreads_dump,28260587,25272004,509912,9781619636071,70571,4.58
Cross My Heart and Hope to Spy,Ally Carter,Gallagher Girls,2,Gallagher Girls,goodreads_dump,568645,2796618,163727,9781423100058,70512,4.13
The Year of the Flood,Margaret Atwood,MaddAddam,2,MaddAddam,goodreads_dump,6080337,6257025,223772,9780385528771,70472,4.05
Magician's Gambit,David Eddings,The Belgariad,3,The Belgariad,goodreads_dump,44688,938086,153686,9780345335456,70395,4.13
Beautiful Chaos,Kami Garcia,Beautiful Creatures,3,Beautiful Creatures,goodreads_dump,10757833,11254742,176622,9780316123525,70382,3.95
Leviathan,Scott Westerfeld,Leviathan,1,Leviathan,goodreads_dump,6050678,6226342,169260,9781416971733,70338,3.91
Reckless,S.C. Stephens,Thoughtless,3,Thoughtless,goodreads_dump,13600318,19192337,371663,,70239,4.42
All the Pretty Horses,Cormac McCarthy,The Border Trilogy,1,The Border Trilogy,goodreads_dump,469571,1907621,159646,9780679744399,70190,3.97
Red Seas Under Red Skies,Scott Lynch,Gentleman Bastard,2,Gentleman Bastard,goodreads_dump,887877,856785,153132,9780553804683,70151,4.24
Bloodfever,Karen Marie Moning,Fever,2,Fever,goodreads_dump,344262,13411866,178171,9780385339162,70144,4.30
Enchanters' End Game,David Eddings,The Belgariad,5,The Belgariad,goodreads_dump,44687,938064,153685,9780345300782,69992,4.17
Breathe,Abbi Glines,Sea Breeze,1,Sea Breeze,goodreads_dump,11479285,16371399,347461,,69963,3.88
Nightshade,Andrea Cremer,Nightshade,1,Nightshade,goodreads_dump,7402393,7168458,173215,9780399254826,69960,4.03
Dream Country,Neil Gaiman,The Sandman,3,The Sandman,goodreads_dump,25100,2371237,161972,9781563892264,69861,4.28
Dreamfever,Karen Marie Moning,Fever,4,Fever,goodreads_dump,6050298,6225943,169256,9780385341653,69835,4.43
2nd Chance,James Patterson,Women's Murder Club,2,Women's Murder Club,goodreads_dump,13136,1835674,159258,9780446696630,69778,4.01
Shopaholic and Sister,Sophie Kinsella,Shopaholic,4,Shopaholic,goodreads_dump,9417,2992356,164613,9780440241911,69728,3.64
The Golem's Eye,Jonathan Stroud,Bartimaeus Sequence,2,Bartimaeus Sequence,goodreads_dump,59263,57689,145256,9780786836543,69716,4.09
The House at Pooh Corner,A.A. Milne,Winnie-the-Pooh,2,Winnie-the-Pooh,goodreads_dump,776407,3244521,422809,9780525444442,69529,4.36
Wake,Lisa McMann,Wake,1,Wake,goodreads_dump,1661957,1656772,158340,9781416953579,69527,3.75
The Magician,Michael Scott,The Secrets of the Immortal Nicholas Flamel,2,The Secrets of the Immortal Nicholas Flamel,goodreads_dump,2402971,3216911,165641,9780385733588,69515,4.09
Faefever,Karen Marie Moning,Fever,3,Fever,goodreads_dump,2702704,2728068,163476,9780385341639,69480,4.34
Reason to Breathe,Rebecca Donovan,Breathing,1,Breathing,goodreads_dump,11561469,16501870,344396,,69366,4.23
We'll Always Have Summer,Jenny Han,Summer,3,Summer,goodreads_dump,8680278,12901545,200629,9781416995586,69312,4.17
"One Piece, Volume 01: Romance Dawn",Eiichiro Oda,One Piece,1,One Piece,goodreads_dump,1237398,361124,235376,9781569319017,69279,4.42
Rules of Attraction,Simone Elkeles,Perfect Chemistry,2,Perfect Chemistry,goodreads_dump,7137775,7401343,173954,9780802720856,69212,4.21
Relic,Douglas Preston,Pendergast,1,Pendergast,goodreads_dump,67035,23046,144729,9780765354945,69164,4.01
The Crown,Kiera Cass,The Selection,5,The Selection,goodreads_dump,26074181,42492659,674452,9780062392176,69163,3.80
Antigone,Sophocles,The Theban Plays,3,The Theban Plays,goodreads_dump,7728,1052210,154526,9781580493888,69075,3.61
The Penultimate Peril,Lemony Snicket,A Series of Unfortunate Events,12,A Series of Unfortunate Events,goodreads_dump,65110,838097,152979,9780064410151,69053,4.03
Born at Midnight,C.C. Hunter,Shadow Falls,1,Shadow Falls,goodreads_dump,8705784,13578604,206026,9780312624675,69037,4.13
Dealing with Dragons,Patricia C. Wrede,Enchanted Forest Chronicles,1,Enchanted Forest Chronicles,goodreads_dump,150739,1178402,155504,9780152045661,68917,4.14
Pawn of Prophecy,David Eddings,The Belgariad,1,The Belgariad,goodreads_dump,44659,2558293,162791,9780345468642,68819,4.16
Shadowland,Alyson Noel,The Immortals,3,The Immortals,goodreads_dump,6581511,7253963,173454,9780312590444,68807,3.66
"Fairy Tail, Vol. 1",Hiro Mashima,Fairy Tail,1,Fairy Tail,goodreads_dump,2454986,2462181,693024,9780345501332,68592,4.40
The Last of the Mohicans,James Fenimore Cooper,The Leatherstocking Tales,2,The Leatherstocking Tales,goodreads_dump,38296,2064030,222539,9780553213294,68582,3.69
A Darker Shade of Magic,V.E. Schwab,Shades of Magic,1,Shades of Magic,goodreads_dump,22055262,40098252,593011,9780765376459,68566,4.07
The End,Lemony Snicket,A Series of Unfortunate Events,13,A Series of Unfortunate Events,goodreads_dump,65112,838691,152984,9780064410168,68525,3.99
Gregor the Overlander,Suzanne Collins,Underland Chronicles,1,Underland Chronicles,goodreads_dump,262430,524491,150124,9780439771344,68371,3.99
The Hostile Hospital,Lemony Snicket,A Series of Unfortunate Events,8,A Series of Unfortunate Events,goodreads_dump,65118,2361348,161916,9781405206129,68348,3.95
The Second Summer of the Sisterhood,Ann Brashares,Sisterhood,2,Sisterhood,goodreads_dump,5454,841331,152997,9780385731058,68331,3.78
A Dog's Purpose,W. Bruce Cameron,A Dog's Purpose,1,A Dog's Purpose,goodreads_dump,7723542,10479953,421783,9780765326263,68319,4.35
Changes,Jim Butcher,The Dresden Files,12,The Dresden Files,goodreads_dump,6585201,6778696,171750,9780451463173,68128,4.54
The Tale of the Body Thief,Anne Rice,The Vampire Chronicles,4,The Vampire Chronicles,goodreads_dump,31336,2925924,164311,9780345419637,67961,3.71
Cry Wolf,Patricia Briggs,Alpha & Omega,1,Alpha & Omega,goodreads_dump,2355575,2362332,161923,9780441016150,67912,4.12
Shadow's Edge,Brent Weeks,Night Angel,2,Night Angel,goodreads_dump,3754016,3797880,166964,9780316033657,67885,4.27
The Farthest Shore,Ursula K. Le Guin,Earthsea Cycle,3,Earthsea Cycle,goodreads_dump,13667,1322014,156541,9781416509646,67867,4.12
Lover Unleashed,J.R. Ward,Black Dagger Brotherhood,9,Black Dagger Brotherhood,goodreads_dump,8492319,12784133,177012,9780451233165,67590,4.28
13 Little Blue Envelopes,Maureen Johnson,Little Blue Envelope,1,Little Blue Envelope,goodreads_dump,17020,1008846,180356,9780060541439,67454,3.65
Assassin's Quest,Robin Hobb,Farseer Trilogy,3,Farseer Trilogy,goodreads_dump,45112,503752,149892,9780553565690,67279,4.18
In the Hand of the Goddess,Tamora Pierce,Song of the Lioness,2,Song of the Lioness,goodreads_dump,13835,1142860,155249,9780689878565,67266,4.25
Size 12 Is Not Fat,Meg Cabot,Heather Wells,1,Heather Wells,goodreads_dump,23220,3239380,165744,9780060525118,67234,3.75
A Scandal in Bohemia,Ronald Holt,The Adventures of Sherlock Holmes,1,The Adventures of Sherlock Holmes,goodreads_dump,1848444,2766104,381912,9780582416390,67230,4.22
A Court of Wings and Ruin,Sarah J. Maas,A Court of Thorns and Roses,3,A Court of Thorns and Roses,goodreads_dump,23766634,25126752,503753,9781408857908,67184,4.53
Austenland,Shannon Hale,Austenland,1,Austenland,goodreads_dump,248483,1138972,250719,9781596912854,66992,3.54
Last Argument of Kings,Joe Abercrombie,The First Law,3,The First Law,goodreads_dump,944076,929012,153615,9780575077904,66986,4.27
Revelations,Melissa de la Cruz,Blue Bloods,3,Blue Bloods,goodreads_dump,2753843,2779542,163657,9781423102281,66945,3.90
P.S. I Still Love You,Jenny Han,To All the Boys I've Loved Before,2,To All the Boys I've Loved Before,goodreads_dump,20698530,40018073,590529,9781442426733,66898,4.17
Grip of the Shadow Plague,Brandon Mull,Fablehaven,3,Fablehaven,goodreads_dump,2146957,2156412,160970,9781590388983,66685,4.26
Something Wicked This Way Comes,Ray Bradbury,Green Town,2,Green Town,goodreads_dump,248596,1183550,509444,9780380729401,66665,3.95
Death on the Nile,Agatha Christie,Hercule Poirot,17,Hercule Poirot,goodreads_dump,131359,3038762,227086,9780553119220,66646,4.07
Finger Lickin' Fifteen,Janet Evanovich,Stephanie Plum,15,Stephanie Plum,goodreads_dump,6048530,6224145,169244,9780312383282,66646,3.99
The Warded Man,Peter V. Brett,Demon Cycle,1,Demon Cycle,goodreads_dump,3428935,6589794,170686,9780345503800,66624,4.27
Deadlocked,Charlaine Harris,Sookie Stackhouse,12,Sookie Stackhouse,goodreads_dump,10407279,15311332,281115,9780575096578,66590,3.65
Warm Bodies,Isaac Marion,Warm Bodies,1,Warm Bodies,goodreads_dump,7619057,10090210,318629,9780099549345,66499,3.93
Beyond the Shadows,Brent Weeks,Night Angel,3,Night Angel,goodreads_dump,3754026,3797890,166965,9780316033664,66400,4.29
My Brilliant Friend,Elena Ferrante,L'amica geniale,1,L'amica geniale,goodreads_dump,13586707,19174054,418940,9781609450786,66369,3.89
At Grave's End,Jeaniene Frost,Night Huntress,3,Night Huntress,goodreads_dump,3570231,3612435,302357,9780061583070,66355,4.31
Garden Spells,Sarah Addison Allen,Waverley Family,1,Waverley Family,goodreads_dump,1158967,2689445,702324,9780553805482,66302,4.07
Cabin Fever,Jeff Kinney,Diary of a Wimpy Kid,6,Diary of a Wimpy Kid,goodreads_dump,11254250,16180881,260172,9781419702235,66015,4.21
Lioness Rampant,Tamora Pierce,Song of the Lioness,4,Song of the Lioness,goodreads_dump,13837,1123099,155067,9780689878572,65799,4.29
In Flight,R.K. Lilley,Up in the Air,1,Up in the Air,goodreads_dump,16134782,21962320,436897,,65595,4.10
The Iron Knight,Julie Kagawa,The Iron Fey,4,The Iron Fey,goodreads_dump,9659607,14547221,208460,9780373210367,65383,4.23
Turn Coat,Jim Butcher,The Dresden Files,11,The Dresden Files,goodreads_dump,3475161,3516480,166652,9780451462565,65343,4.45
Little Town on the Prairie,Laura Ingalls Wilder,Little House,7,Little House,goodreads_dump,8253,2299540,161670,9780060885434,65215,4.18
The Fall of Hyperion,Dan Simmons,Hyperion Cantos,2,Hyperion Cantos,goodreads_dump,77565,1882596,159510,9780553288209,65144,4.18
Ptolemy's Gate,Jonathan Stroud,Bartimaeus Sequence,3,Bartimaeus Sequence,goodreads_dump,59264,3736193,166910,9780786818617,65072,4.24
The Wee Free Men,Terry Pratchett,Discworld,30,Discworld,goodreads_dump,34494,62580,145327,9780060012380,65001,4.26
The Forest of Hands and Teeth,Carrie Ryan,The Forest of Hands and Teeth,1,The Forest of Hands and Teeth,goodreads_dump,3432478,3473471,166594,9780575090859,64879,3.59
Destined for an Early Grave,Jeaniene Frost,Night Huntress,4,Night Huntress,goodreads_dump,5604848,5776219,302358,9780061583216,64811,4.34
Still Life,Louise Penny,Chief Inspector Armand Gamache,1,Chief Inspector Armand Gamache,goodreads_dump,338691,898083,153430,9780312948559,64784,3.89
Naked,Raine Miller,The Blackstone Affair,1,The Blackstone Affair,goodreads_dump,15852756,21600625,414028,,64779,4.02
Origin,Jennifer L. Armentrout,Lux,4,Lux,goodreads_dump,13644052,19259997,376110,9781622660759,64764,4.43
The Book of Life,Deborah Harkness,All Souls Trilogy,3,All Souls Trilogy,goodreads_dump,16054217,21839080,424096,9780670025596,64712,4.15
The Immortals of Meluha,Amish Tripathi,Shiva Trilogy,1,Shiva Trilogy,goodreads_dump,7913305,11196793,282737,,64564,4.01
One Shot,Lee Child,Jack Reacher,9,Jack Reacher,goodreads_dump,220968,213966,146963,9780440241027,64526,4.20
The Darkest Night,Gena Showalter,Lords of the Underworld,1,Lords of the Underworld,goodreads_dump,476543,464779,185003,9780373772469,64188,4.09
Evernight,Claudia Gray,Evernight,1,Evernight,goodreads_dump,2722413,2748013,163553,9780061284397,64079,3.64
Ruby Red,Kerstin Gier,Edelstein-Trilogie,1,Edelstein-Trilogie,goodreads_dump,8835379,6510846,478127,9780805092523,63715,4.13
Die Trying,Lee Child,Jack Reacher,2,Jack Reacher,goodreads_dump,220969,213967,146964,9780515142242,63626,4.00
Charlie and the Great Glass Elevator,Roald Dahl,Charlie Bucket,2,Charlie Bucket,goodreads_dump,6687,2615068,182381,9780142404126,63615,3.65
The Young Elites,Marie Lu,The Young Elites,1,The Young Elites,goodreads_dump,20821111,25217978,508337,9780399167836,63611,3.93
A Bear Called Paddington,Michael Bond,Paddington Bear,1,Paddington Bear,goodreads_dump,160629,1544060,184107,9780007174164,63452,4.21
True Believer,Nicholas Sparks,Jeremy Marsh & Lexie Darnell,1,Jeremy Marsh & Lexie Darnell,goodreads_dump,3464,1625592,510995,9780446696517,63449,3.80
Memnoch the Devil,Anne Rice,The Vampire Chronicles,5,The Vampire Chronicles,goodreads_dump,31338,2925946,164312,9780963192547,63413,3.74
This Man Confessed,Jodi Ellen Malpas,This Man,3,This Man,goodreads_dump,17255265,23847880,461528,,63368,4.43
Magician: Apprentice,Raymond E. Feist,The Riftwar Saga,1,The Riftwar Saga,goodreads_dump,13812,15983,144615,9780553564945,63353,4.17
Visions of Sugar Plums,Janet Evanovich,Stephanie Plum,8.5,Stephanie Plum,goodreads_dump,6420,812053,183287,9780312986346,63349,3.68
Out from Boneville,Jeff Smith,Bone,1,Bone,goodreads_dump,106134,2218243,219750,9780439706407,63254,4.16
Wings,Aprilynne Pike,Wings,1,Wings,goodreads_dump,5056084,5122699,168235,9780061668036,63160,3.75
The Laughing Corpse,Laurell K. Hamilton,"Anita Blake, Vampire Hunter",2,"Anita Blake, Vampire Hunter",goodreads_dump,15309,2428162,178756,9780425204665,62962,4.11
The Mouse and the Motorcycle,Beverly Cleary,Ralph S. Mouse,1,Ralph S. Mouse,goodreads_dump,232109,2029611,187215,9780380709243,62946,3.91
The Time Paradox,Eoin Colfer,Artemis Fowl,6,Artemis Fowl,goodreads_dump,2179276,2184954,161115,9781423108368,62894,4.07
Dragon Rider,Cornelia Funke,Dragon Rider,1,Dragon Rider,goodreads_dump,100464,429198,840904,9781904442486,62867,3.95
At First Sight,Nicholas Sparks,Jeremy Marsh & Lexie Darnell,2,Jeremy Marsh & Lexie Darnell,goodreads_dump,15924,1498113,510996,9780446698467,62828,3.81
The Black Dahlia,James Ellroy,L.A. Quartet,1,L.A. Quartet,goodreads_dump,21704,434,230961,9780446698870,62702,3.75
The Boleyn Inheritance,Philippa Gregory,The Plantagenet and Tudor Novels,10,The Plantagenet and Tudor Novels,goodreads_dump,16180,816515,958560,9780743272506,62693,3.84
